,N. parvum,X. sp.,descriptions
PF00080,3,2,Copper/zinc superoxide dismutase (SODC)
PF01014,1,1,Uricase
PF02185,2,2,Hr1 repeat
PF14663,1,0,Rapamycin-insensitive companion of mTOR RasGEF_N domain
PF14664,1,1,"Rapamycin-insensitive companion of mTOR, N-term"
PF14666,1,0,"Rapamycin-insensitive companion of mTOR, middle domain"
PF14668,1,0,"Rapamycin-insensitive companion of mTOR, domain 5"
PF02190,3,3,ATP-dependent protease La (LON) substrate-binding domain
PF00226,17,23,DnaJ domain
PF00135,27,12,Carboxylesterase family
PF13522,4,4,Glutamine amidotransferase domain
PF13537,4,3,Glutamine amidotransferase domain
PF01544,5,10,CorA-like Mg2+ transporter protein
PF06772,2,0,Bacterial low temperature requirement A protein (LtrA)
PF01161,3,4,Phosphatidylethanolamine-binding protein
PF04032,2,2,RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF02558,5,6,Ketopantoate reductase PanE/ApbA
PF08546,7,5,Ketopantoate reductase PanE/ApbA C terminal
PF07956,1,1,Protein of Unknown function (DUF1690)
PF00319,2,3,SRF-type transcription factor (DNA-binding and dimerisation domain)
PF12726,1,1,SEN1 N terminal
PF00320,6,2,GATA zinc finger
PF12333,1,1,Rix1 complex component involved in 60S ribosome maturation
PF03259,1,1,Roadblock/LC7 domain
PF07080,1,1,Protein of unknown function (DUF1348)
PF13857,22,52,Ankyrin repeats (many copies)
PF13911,1,0,AhpC/TSA antioxidant enzyme
PF00141,7,4,Peroxidase
PF00439,8,7,Bromodomain
PF02386,3,1,Cation transport protein
PF05873,1,1,"ATP synthase D chain, mitochondrial (ATP5H)"
PF01849,2,2,NAC domain
PF19026,2,2,HYPK UBA domain
PF00467,2,2,KOW motif
PF01929,1,1,Ribosomal protein L14
PF16797,1,1,Fungal kinase associated-1 domain
PF01246,1,1,Ribosomal protein L24e
PF04758,1,0,Ribosomal protein S30
PF13883,1,1,Pyridoxamine 5'-phosphate oxidase
PF00096,23,22,"Zinc finger, C2H2 type"
PF07955,1,1,Protein of unknown function (DUF1687)
PF00264,9,13,Common central domain of tyrosinase
PF18132,3,2,Tyosinase C-terminal domain
PF00248,27,25,Aldo/keto reductase family
PF07960,1,1,CBP4
PF00710,2,1,"Asparaginase, N-terminal"
PF17763,2,1,Glutaminase/Asparaginase C-terminal domain
PF02732,1,3,ERCC4 domain
PF00568,1,1,WH1 domain
PF20238,3,2,Family of unknown function (DUF6595)
PF04145,3,4,Ctr copper transporter family
PF01794,9,10,Ferric reductase like transmembrane component
PF08022,9,8,FAD-binding domain
PF08030,10,8,Ferric reductase NAD binding domain
PF00120,1,2,"Glutamine synthetase, catalytic domain"
PF00171,18,15,Aldehyde dehydrogenase family
PF03235,1,0,Protein of unknown function DUF262
PF01738,6,8,Dienelactone hydrolase family
PF09365,1,0,Conserved hypothetical protein (DUF2461)
PF02676,1,1,Methyltransferase TYW3
PF00285,5,4,"Citrate synthase, C-terminal domain"
PF00463,3,2,Isocitrate lyase family
PF13714,5,3,Phosphoenolpyruvate phosphomutase
PF00892,3,3,EamA-like transporter family
PF09130,1,1,Domain of unknown function (DUF1932)
PF01504,3,3,Phosphatidylinositol-4-phosphate 5-Kinase
PF03878,1,1,YIF1
PF00448,2,2,"SRP54-type protein, GTPase domain"
PF02881,2,2,"SRP54-type protein, helical bundle domain"
PF06011,3,5,Transient receptor potential (TRP) ion channel
PF14558,2,3,ML-like domain
PF00206,4,2,Lyase
PF10415,1,1,Fumarase C C-terminus
PF02230,4,4,Phospholipase/Carboxylesterase
PF02464,2,0,Competence-damaged protein
PF03441,2,2,FAD binding domain of DNA photolyase
PF00875,2,1,DNA photolyase
PF05856,1,1,ARP2/3 complex 20 kDa subunit (ARPC4)
PF04824,2,3,Conserved region of Rad21 / Rec8 like protein
PF04825,2,2,N terminus of Rad21 / Rec8 like protein
PF09429,1,1,WW domain binding protein 11
PF06978,1,1,Ribonucleases P/MRP protein subunit POP1
PF08170,1,1,POPLD (NUC188) domain
PF06221,1,0,"Putative zinc finger motif, C2HC5-type"
PF00282,4,6,Pyridoxal-dependent decarboxylase conserved domain
PF04119,2,0,Heat shock protein 9/12
PF00701,8,7,Dihydrodipicolinate synthetase family
PF00155,16,18,Aminotransferase class I and II
PF01968,7,1,Hydantoinase/oxoprolinase
PF02538,6,1,Hydantoinase B/oxoprolinase
PF05378,8,2,Hydantoinase/oxoprolinase N-terminal region
PF19278,6,1,Hydantoinase/oxoprolinase C-terminal domain
PF00202,9,9,Aminotransferase class-III
PF04258,1,1,Signal peptide peptidase
PF05047,3,2,Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain
PF03650,2,2,Mitochondrial pyruvate carriers
PF08227,1,1,DASH complex subunit Hsk3 like
PF00696,4,2,Amino acid kinase family
PF01118,2,1,"Semialdehyde dehydrogenase, NAD binding domain"
PF04768,2,2,"NAT, N-acetyltransferase, of N-acetylglutamate synthase"
PF00957,4,3,Synaptobrevin
PF03663,8,10,Glycosyl hydrolase family 76
PF02463,5,4,RecF/RecN/SMC N terminal domain
PF13476,5,3,AAA domain
PF08209,1,0,Sgf11 (transcriptional regulation protein)
PF06966,4,1,Protein of unknown function (DUF1295)
PF05496,1,1,Holliday junction DNA helicase RuvB P-loop domain
PF12002,1,1,MgsA AAA+ ATPase C terminal
PF16193,1,1,AAA C-terminal domain
PF04795,1,0,PAPA-1-like conserved region
PF04695,2,2,Pex14 N-terminal domain
PF08427,1,1,"Armadillo-like helical domain-containing protein 3, C-terminal"
PF07876,1,4,Stress responsive A/B Barrel Domain
PF01521,2,1,Iron-sulphur cluster biosynthesis
PF01201,2,1,Ribosomal protein S8e
PF04376,1,0,"Arginine-tRNA-protein transferase, N terminus"
PF04377,1,1,"Arginine-tRNA-protein transferase, C terminus"
PF00682,3,3,HMGL-like
PF00010,8,9,Helix-loop-helix DNA-binding domain
PF01803,1,1,LIM-domain binding protein
PF00006,4,4,"ATP synthase alpha/beta family, nucleotide-binding domain"
PF02874,4,4,"ATP synthase alpha/beta family, beta-barrel domain"
PF00213,1,1,ATP synthase delta (OSCP) subunit
PF00034,1,1,Cytochrome c
PF13442,1,1,"Cytochrome C oxidase, cbb3-type, subunit III"
PF05153,1,0,Myo-inositol oxygenase
PF01408,12,13,"Oxidoreductase family, NAD-binding Rossmann fold"
PF02894,9,8,"Oxidoreductase family, C-terminal alpha/beta domain"
PF08264,5,5,Anticodon-binding domain of tRNA ligase
PF10436,3,3,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
PF00545,2,0,ribonuclease
PF12311,5,5,Protein of unknown function (DUF3632)
PF02910,2,1,Fumarate reductase flavoprotein C-term
PF12710,5,4,haloacid dehalogenase-like hydrolase
PF02544,3,1,3-oxo-5-alpha-steroid 4-dehydrogenase
PF06920,1,0,"DHR-2, Lobe A"
PF14429,1,1,C2 domain in Dock180 and Zizimin proteins
PF16172,1,1,DOCK N-terminus
PF00724,9,7,NADH:flavin oxidoreductase / NADH oxidase family
PF02171,2,3,Piwi domain
PF08699,2,3,Argonaute linker 1 domain
PF01522,8,3,Polysaccharide deacetylase
PF03851,1,1,UV-endonuclease UvdE
PF12680,5,0,SnoaL-like domain
PF04303,1,1,PrpF protein
PF01025,1,1,GrpE
PF01000,2,2,RNA polymerase Rpb3/RpoA insert domain
PF01193,4,2,RNA polymerase Rpb3/Rpb11 dimerisation domain
PF04847,1,1,Calcipressin
PF01758,1,0,Sodium Bile acid symporter family
PF13593,2,0,SBF-like CPA transporter family (DUF4137)
PF06046,1,1,Exocyst complex component Sec6
PF02297,2,1,Cytochrome oxidase c subunit VIb
PF08161,1,1,NUC173 domain
PF01302,4,3,CAP-Gly domain
PF12455,1,0,Dynein associated protein
PF06472,2,1,ABC transporter transmembrane region 2
PF06964,3,1,Alpha-L-arabinofuranosidase C-terminal domain
PF13793,3,2,N-terminal domain of ribose phosphate pyrophosphokinase
PF14572,3,3,Phosphoribosyl synthetase-associated domain
PF01092,1,1,Ribosomal protein S6e
PF03147,1,1,Ferredoxin-fold anticodon binding domain
PF15456,1,0,Up-regulated During Septation
PF01239,3,3,Protein prenyltransferase alpha subunit repeat
PF05648,3,3,Peroxisomal biogenesis factor 11 (PEX11)
PF00221,1,0,Aromatic amino acid lyase
PF08149,1,1,BING4CT (NUC141) domain
PF00200,1,1,Disintegrin
PF13574,1,1,Metallo-peptidase family M12B Reprolysin-like
PF13582,4,1,Metallo-peptidase family M12B Reprolysin-like
PF13583,1,1,Metallo-peptidase family M12B Reprolysin-like
PF13688,3,2,Metallo-peptidase family M12
PF16177,3,2,Acetyl-coenzyme A synthetase N-terminus
PF09462,1,1,Mus7/MMS22 family
PF02686,1,1,Glu-tRNAGln amidotransferase C subunit
PF14938,1,1,"Soluble NSF attachment protein, SNAP"
PF05008,1,1,Vesicle transport v-SNARE protein N-terminus
PF12352,2,1,Snare region anchored in the vesicle membrane C-terminus
PF09447,1,1,Cnl2/NKP2 family protein
PF05712,1,1,MRG
PF11717,2,1,RNA binding activity-knot of a chromodomain
PF08513,3,3,LisH
PF08551,1,1,Eukaryotic integral membrane protein (DUF1751)
PF01866,2,2,Putative diphthamide synthesis protein
PF14342,1,0,Domain of unknown function (DUF4396)
PF14610,1,1,Ykl077w/Psg1 (Pma1 Stabilization in Golgi)
PF01981,1,1,Peptidyl-tRNA hydrolase PTH2
PF00830,1,1,Ribosomal L28 family
PF03343,1,1,SART-1 family
PF19252,1,1,HIND motif
PF13578,4,4,Methyltransferase domain
PF01238,2,1,Phosphomannose isomerase type I C-terminal
PF20511,2,1,"Phosphomannose isomerase type I, catalytic domain"
PF05637,2,1,galactosyl transferase GMA12/MNN10 family
PF04607,1,0,Region found in RelA / SpoT proteins
PF01546,11,13,Peptidase family M20/M25/M40
PF07687,10,9,Peptidase dimerisation domain
PF13019,1,0,Silencing defective 2 N-terminal ubiquitin domain
PF03501,2,0,Plectin/S10 domain
PF13177,2,2,"DNA polymerase III, delta subunit"
PF00536,5,1,SAM domain (Sterile alpha motif)
PF07647,7,1,SAM domain (Sterile alpha motif)
PF14847,1,1,Ras-binding domain of Byr2
PF11799,4,3,impB/mucB/samB family C-terminal domain
PF01565,33,45,FAD binding domain
PF03639,1,1,Glycosyl hydrolase family 81 N-terminal domain
PF00704,9,16,Glycosyl hydrolases family 18
PF03720,1,1,"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"
PF03721,2,1,"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
PF00535,5,4,Glycosyl transferase family 2
PF13506,5,4,Glycosyl transferase family 21
PF13632,11,7,Glycosyl transferase family group 2
PF13641,9,7,Glycosyltransferase like family 2
PF02487,2,1,CLN3 protein
PF08642,1,1,Histone deacetylation protein Rxt3
PF01591,2,4,6-phosphofructo-2-kinase
PF02492,4,4,"CobW/HypB/UreG, nucleotide-binding domain"
PF05694,1,0,56kDa selenium binding protein (SBP56)
PF11951,24,16,Fungal specific transcription factor domain
PF01554,2,2,MatE
PF04442,1,1,Cytochrome c oxidase assembly protein CtaG/Cox11
PF00425,2,2,chorismate binding enzyme
PF04715,2,2,"Anthranilate synthase component I, N terminal region"
PF03583,1,0,Secretory lipase
PF10615,1,1,Domain of unknown function (DUF2470)
PF13259,1,1,Protein of unknown function (DUF4050)
PF04950,2,2,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF08142,2,2,AARP2CN (NUC121) domain
PF19271,3,1,Nis1 family
PF00111,4,5,2Fe-2S iron-sulfur cluster binding domain
PF00941,2,1,FAD binding domain in molybdopterin dehydrogenase
PF01315,2,1,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain"
PF01799,2,1,[2Fe-2S] binding domain
PF02738,2,1,Molybdopterin cofactor-binding domain
PF03450,2,1,CO dehydrogenase flavoprotein C-terminal domain
PF20256,2,1,Molybdopterin cofactor-binding domain
PF07650,2,0,KH domain
PF00939,1,1,Sodium:sulfate symporter transmembrane region
PF03600,1,1,Citrate transporter
PF00780,3,3,CNH domain
PF10366,1,1,Vacuolar sorting protein 39 domain 1
PF10367,1,2,Vacuolar sorting protein 39 domain 2
PF08539,1,1,HbrB-like
PF11312,1,1,Putative SAM-dependent methyltransferase
PF02627,2,3,Carboxymuconolactone decarboxylase family
PF01596,3,3,O-methyltransferase
PF01933,1,0,2-phospho-L-lactate transferase CofD
PF05205,1,1,COMPASS (Complex proteins associated with Set1p) component shg1
PF06699,1,1,GPI biosynthesis protein family Pig-F
PF05132,1,1,RNA polymerase III RPC4
PF16686,1,1,ssDNA-binding domain of telomere protection protein
PF00514,2,2,Armadillo/beta-catenin-like repeat
PF01749,1,1,Importin beta binding domain
PF02985,4,5,HEAT repeat
PF13513,4,4,HEAT-like repeat
PF13646,9,6,HEAT repeats
PF16186,1,1,Atypical Arm repeat
PF03999,1,1,Microtubule associated protein (MAP65/ASE1 family)
PF04387,1,1,"Protein tyrosine phosphatase-like protein, PTPLA"
PF08606,1,1,Prp19/Pso4-like
PF13002,1,0,Arrestin_N terminal like
PF01209,11,18,ubiE/COQ5 methyltransferase family
PF03894,1,0,D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF09363,1,0,XFP C-terminal domain
PF09364,1,0,XFP N-terminal domain
PF09135,1,1,Alb1
PF05721,10,2,Phytanoyl-CoA dioxygenase (PhyH)
PF11640,1,1,Telomere-length maintenance and DNA damage repair
PF11894,1,1,"Nuclear pore complex scaffold, nucleoporins 186/192/205"
PF01250,1,1,Ribosomal protein S6
PF01597,1,1,Glycine cleavage H-protein
PF03447,2,0,"Homoserine dehydrogenase, NAD binding domain"
PF05433,1,0,Glycine zipper 2TM domain
PF03061,5,5,Thioesterase superfamily
PF00849,1,1,RNA pseudouridylate synthase
PF01248,4,3,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
PF12246,1,1,Temperature dependent protein affecting M2 dsRNA replication
PF12247,1,1,Temperature dependent protein affecting M2 dsRNA replication
PF02733,3,2,Dak1 domain
PF01776,1,1,Ribosomal L22e protein family
PF12220,1,1,U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
PF00121,2,1,Triosephosphate isomerase
PF03972,4,4,MmgE/PrpD N-terminal domain
PF19305,4,4,MmgE/PrpD C-terminal domain
PF14382,1,2,Exosome complex exonuclease RRP4 N-terminal region
PF16123,1,1,Hydroxyacylglutathione hydrolase C-terminus
PF02585,1,0,GlcNAc-PI de-N-acetylase
PF00350,9,8,Dynamin family
PF00888,3,3,Cullin family
PF10557,3,3,Cullin protein neddylation domain
PF01655,1,0,Ribosomal protein L32
PF10199,1,1,Alpha and gamma adaptin binding protein p34
PF01423,12,10,LSM domain
PF09419,1,1,Mitochondrial PGP phosphatase
PF00085,9,12,Thioredoxin
PF05903,2,2,PPPDE putative peptidase domain
PF08324,2,2,PUL domain
PF01150,2,2,GDA1/CD39 (nucleoside phosphatase) family
PF01652,3,3,Eukaryotic initiation factor 4E
PF15370,1,0,NOP protein chaperone 1
PF14613,1,1,Protein of unknown function (DUF4449)
PF19343,1,0,Family of unknown function (DUF5923)
PF02537,1,1,"CrcB-like protein, Camphor Resistance (CrcB)"
PF14681,3,1,Uracil phosphoribosyltransferase
PF08733,1,1,PalH/RIM21
PF19566,1,1,Sorting nexin 8/Mvp1 BAR domain
PF03556,1,1,Cullin binding
PF01062,2,1,"Bestrophin, RFP-TM, chloride channel"
PF05026,1,0,"Dcp2, box A domain"
PF13430,1,0,Domain of unknown function (DUF4112)
PF06814,1,0,Lung seven transmembrane receptor
PF01513,3,2,ATP-NAD kinase N-terminal domain
PF20143,3,3,ATP-NAD kinase C-terminal domain
PF10397,2,1,Adenylosuccinate lyase C-terminus
PF00170,9,11,bZIP transcription factor
PF07716,7,6,Basic region leucine zipper
PF06428,2,2,GDP/GTP exchange factor Sec2p
PF08045,1,1,"Cell division control protein 14, SIN component"
PF00498,11,13,FHA domain
PF00675,6,5,Insulinase (Peptidase family M16)
PF01247,2,1,Ribosomal protein L35Ae
PF05193,6,6,Peptidase M16 inactive domain
PF00903,7,5,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF07250,3,1,Glyoxal oxidase N-terminus
PF09118,3,2,"Galactose oxidase-like, Early set domain"
PF10138,1,0,vWA found in TerF C terminus
PF00679,5,2,Elongation factor G C-terminus
PF10334,1,0,Aromatic acid exporter family member 2
PF10337,1,0,"Putative ER transporter, 6TM, N-terminal"
PF13515,2,2,Fusaric acid resistance protein-like
PF04182,1,1,B-block binding subunit of TFIIIC
PF20222,1,1,Family of unknown function (DUF6581)
PF01774,1,1,UreD urease accessory protein
PF08514,1,1,STAG domain
PF08123,1,1,Histone methylation protein DOT1
PF00788,3,2,Ras association (RalGDS/AF-6) domain
PF02359,1,0,"Cell division protein 48 (CDC48), N-terminal domain"
PF02933,2,0,"Cell division protein 48 (CDC48), domain 2"
PF09336,2,2,Vps4 C terminal oligomerisation domain
PF00617,4,2,RasGEF domain
PF00618,4,3,RasGEF N-terminal motif
PF12271,2,1,Chitin synthase export chaperone
PF00122,15,14,E1-E2 ATPase
PF01753,5,12,MYND finger
PF06884,2,0,Protein of unknown function (DUF1264)
PF02714,6,6,"Calcium-dependent channel, 7TM region, putative phosphate"
PF13967,6,3,"Late exocytosis, associated with Golgi transport"
PF14703,5,6,Cytosolic domain of 10TM putative phosphate transporter
PF00348,3,5,Polyprenyl synthetase
PF00575,3,4,S1 RNA binding domain
PF00046,5,2,Homeodomain
PF00466,2,1,Ribosomal protein L10
PF17777,2,2,Insertion domain in 60S ribosomal protein L10P
PF10021,2,1,Uncharacterized protein conserved in bacteria (DUF2263)
PF06738,1,1,Putative threonine/serine exporter
PF12821,1,1,"Threonine/Serine exporter, ThrE"
PF00503,2,2,G-protein alpha subunit
PF02666,1,3,Phosphatidylserine decarboxylase
PF01145,5,6,SPFH domain / Band 7 family
PF02939,1,1,UcrQ family
PF01509,2,2,TruB family pseudouridylate synthase (N terminal domain)
PF17171,2,0,"Glutathione S-transferase, C-terminal domain"
PF01658,1,0,Myo-inositol-1-phosphate synthase
PF07994,1,0,Myo-inositol-1-phosphate synthase
PF18158,1,1,Adaptive response protein AidB N-terminal domain
PF05890,1,1,Eukaryotic rRNA processing protein EBP2
PF07632,5,1,Protein of unknown function (DUF1593)
PF07749,1,1,"Endoplasmic reticulum protein ERp29, C-terminal domain"
PF00268,1,0,"Ribonucleotide reductase, small chain"
PF08647,1,1,BRE1 E3 ubiquitin ligase
PF14447,2,1,Prokaryotic RING finger family 4
PF00249,10,10,Myb-like DNA-binding domain
PF15963,1,1,Myb DNA-binding like
PF01937,1,1,Damage-control phosphatase ARMT1-like domain
PF04756,1,1,"OST3 / OST6 family, transporter family"
PF01485,5,9,"IBR domain, a half RING-finger domain"
PF19422,1,0,Ariadne domain
PF00483,4,2,Nucleotidyl transferase
PF00145,1,3,C-5 cytosine-specific DNA methylase
PF12634,1,0,Inheritance of peroxisomes protein 1
PF00227,14,12,Proteasome subunit
PF20163,1,2,Family of unknown function (DUF6536)
PF03151,5,4,Triose-phosphate Transporter family
PF00390,1,2,"Malic enzyme, N-terminal domain"
PF03949,1,2,"Malic enzyme, NAD binding domain"
PF03033,5,1,Glycosyltransferase family 28 N-terminal domain
PF00590,2,0,Tetrapyrrole (Corrin/Porphyrin) Methylases
PF02269,2,0,"Transcription initiation factor IID, 18kD subunit"
PF12751,1,0,Vacuolar segregation subunit 7
PF06500,1,1,Esterase FrsA-like
PF12767,1,1,"Transcriptional regulator of RNA polII, SAGA, subunit"
PF12074,1,1,Generalcontrol nonderepressible 1 (Gcn1) N-terminal
PF04408,9,10,Helicase associated domain (HA2)
PF13401,7,7,AAA domain
PF00628,8,9,PHD-finger
PF00557,7,9,Metallopeptidase family M24
PF03372,7,9,Endonuclease/Exonuclease/phosphatase family
PF08939,1,1,Domain of unknown function (DUF1917)
PF01896,1,1,DNA primase small subunit
PF01300,1,3,Telomere recombination
PF03481,1,1,"Threonylcarbamoyl-AMP synthase, C-terminal domain"
PF04676,2,2,Protein similar to CwfJ C-terminus 2
PF04677,3,2,Protein similar to CwfJ C-terminus 1
PF07539,1,1,Down-regulated in metastasis
PF20416,1,1,Domain of unknown function (DUF6700)
PF00626,3,3,Gelsolin repeat
PF04810,3,3,Sec23/Sec24 zinc finger
PF04811,3,3,Sec23/Sec24 trunk domain
PF04815,3,3,Sec23/Sec24 helical domain
PF08033,3,3,Sec23/Sec24 beta-sandwich domain
PF08783,1,1,DWNN domain
PF13696,1,1,Zinc knuckle
PF11790,3,2,Glycosyl hydrolase catalytic core
PF05180,1,1,DNL zinc finger
PF11916,1,1,Vacuolar protein 14 C-terminal Fig4p binding
PF12755,1,1,Vacuolar 14 Fab1-binding region
PF16499,3,1,Alpha galactosidase A
PF17801,3,1,Alpha galactosidase C-terminal beta sandwich domain
PF00982,3,3,Glycosyltransferase family 20
PF02358,2,2,Trehalose-phosphatase
PF17111,2,5,Fungal N-terminal domain of STAND proteins
PF08375,1,1,Proteasome regulatory subunit C-terminal
PF02207,2,1,Putative zinc finger in N-recognin (UBR box)
PF02617,1,0,ATP-dependent Clp protease adaptor protein ClpS
PF18995,1,1,Proteolysis_6 C-terminal
PF09282,1,1,Mago binding
PF02567,1,0,Phenazine biosynthesis-like protein
PF00493,6,6,MCM P-loop domain
PF12619,1,0,Mini-chromosome maintenance protein 2
PF14551,6,6,MCM N-terminal domain
PF17207,6,6,MCM OB domain
PF17855,6,6,MCM AAA-lid domain
PF00211,1,1,Adenylate and Guanylate cyclase catalytic domain
PF00481,3,6,Protein phosphatase 2C
PF08509,1,1,Adenylate cyclase G-alpha binding domain
PF00459,4,3,Inositol monophosphatase family
PF04072,2,3,Leucine carboxyl methyltransferase
PF01191,1,1,"RNA polymerase Rpb5, C-terminal domain"
PF03871,1,1,"RNA polymerase Rpb5, N-terminal domain"
PF10417,3,2,C-terminal domain of 1-Cys peroxiredoxin
PF09793,1,0,Anticodon-binding domain
PF08549,1,1,SWI/SNF and RSC complexes subunit Ssr4 N-terminal
